Incident ID,Date,Governorate,District,Area,Target,Main category,Sub-category,Time,Air Raids
237,2/4/15,Sanaa,Sanhan,Al-Sawad,Al-Sawad Military Camp,Military_Security_Target,Military Site,24,unkn
238,2/4/15,Aden,Khor Maksar,Al-Sawlaban ,SSF Camp,Military_Security_Target,Military Site,18,2
239,2/4/15,Aden,Khor Maksar,-,Aden Airport,Infrastructure,Transport,17,unkn
240,2/4/15,Hudaydah,Al-Durayhimi,Al-Jabbanah,Al-Jabbanah Military Camp,Infrastructure,Transport,12,1
241,2/4/15,Hajja,Abs,-,25th Mechanized Infantry Brigade,Military_Security_Target,Military Site,20,1
242,2/4/15,Marib,,-,Air Defence Military Sites (assigned to protect Oil facility),Military_Security_Target,Military Site,unkn,5
243,2/4/15,Saada,Al-Dhaher,Qahrat Al-Nas,Unknown,Civilian,Residential Area,unkn,unkn
244,2/4/15,Saada,Sa'ada,The City,Sa'ada Airport,Infrastructure,Transport,unkn,unkn
245,2/4/15,Taiz,Dhubab,Mion Island,Pro-Houthi forces,Military_Security_Target,Forces,19,unkn
246,2/4/15,Taiz,Dhubab,Bab Al-Mandab,17th Infantry Brigade,Military_Security_Target,Military Site,19,unkn
247,2/4/15,Taiz,Mawyah,Awman Mountain,Air Defence Military Site (Missiles Battalion),Military_Security_Target,Military Site,21,1
248,3/4/15,Sanaa,Bani Matar,Hajar Okaysh Village,Residential Area,Civilian,Residential Area,22,unkn
249,3/4/15,Aden,Crater,Hadeed Miuntain,Hadeed Mountain Military Camp,Military_Security_Target,Military Site,20,
250,3/4/15,Aden,Khor Maksar,-,Badr Military Camp,Military_Security_Target,Military Site,unkn,unkn
251,3/4/15,Aden,Khor Maksar,Al-Sawlaban,SSF Camp,Military_Security_Target,Military Site,unkn,unkn
252,3/4/15,Aden,Khor Maksar,Al-Alam,Pro-Houthi forces,Military_Security_Target,Forces,23,
253,3/4/15,Aden,,Green City,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn
254,3/4/15,Saada,Haydan,"Marran, Watlan",Unknown,Civilian,Residential Area,unkn,unkn
255,3/4/15,Saada,Shada'a,-,Unknown,Civilian,Residential Area,unkn,unkn
256,3/4/15,Saada,Al-Dhaher,-,Unknown,Civilian,Residential Area,unkn,unkn
257,4/4/15,Capital,Azal,Noqon Mountain,Weapons Storage,Military_Security_Target,Weapon Storage,17,unkn
258,4/4/15,Capital,Shu'oub,Sawan,Military Engineering Unit,Military_Security_Target,Military Site,18,unkn
259,4/4/15,Capital,Al-Thawrah,Al-Hasabah,Maintenance Military Unit,Military_Security_Target,Military Site,18,unkn
260,4/4/15,Capital,Al-Thawrah,Al-Nahdhah,Former 1st Armoured Division,Military_Security_Target,Military Site,18,unkn
261,4/4/15,Capital,Shu'oub,-,Military police camp,Military_Security_Target,Military Site,18,unkn
262,4/4/15,Capital,Al-Thawrah,Al-Jiraf,Houthi Political Office,Political_Tribal ,HQ,17,unkn
263,4/4/15,Capital,Al-Thawrah,Airport Road,Military Academy,Military_Security_Target,Military Site,18,unkn
264,4/4/15,Capital,Bani Al-Harith,Al-Rahabah,Sana'a International Airport,Infrastructure,Transport,19,unkn
265,4/4/15,Capital,Al-Sab'ein,Noqom Mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,19,unkn
266,4/4/15,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,unkn,unkn
267,4/4/15,Sanaa,Bani Matar,Al-Sobahah,Special Forces Military Camp,Military_Security_Target,Military Site,unkn,unkn
268,4/4/15,Sanaa,Arhab,Al-Sama'a,Al-Sama'a Military Camp,Military_Security_Target,Military Site,18,unkn
269,4/4/15,Sanaa,Bani Hushaysh,Sarif,Al-Khorafi Military Camp,Military_Security_Target,Military Site,18,unkn
270,4/4/15,Sanaa,Bani Hushaysh,Sarif,National Security,Military_Security_Target,Military Site,18,unkn
271,4/4/15,Abyan,Khanfir,Shaqrah,Larib Military Camp,Military_Security_Target,Military Site,1,3
272,4/4/15,Aden,Crater,Hadeed Miuntain,Hadeed Mountain Military Camp,Military_Security_Target,Military Site,18,unkn
273,4/4/15,Aden,Khor Maksar,Al-Omal Island,Pro-Houthi forces,Military_Security_Target,Forces,19,
274,4/4/15,Aden,Al-Mualla,Coastal Areas,Pro-Houthi forces,Military_Security_Target,Forces,unkn,
275,4/4/15,Bayda,Mukayras,Thurah,Pro-Houthi forces,Military_Security_Target,Forces,23,unkn
276,4/4/15,Bayda,No'man,Aqabat Al-Qandha'a,Pro-Houthi forces,Military_Security_Target,Forces,23,1
277,4/4/15,Lahj,Tuban,Al-Anad,Al-Anad Airbase,Military_Security_Target,Military Site,17,unkn
278,4/4/15,Saada,Baqim,Al-Qarad,Civilian's house,Military_Security_Target,Military Site,17,unkn
279,4/4/15,Saada,Baqim,-,Pro-Houthi forces,Military_Security_Target,Forces,18,unkn
280,4/4/15,Saada,Kitaf Wa Al-Boqe'e,"Al-Malil, Al-Ajashir, Taiybah",Unknown,Civilian,Residential Area,unkn,8
281,4/4/15,Saada,Kitaf Wa Al-Boqe'e,Al-Boqe'e,101st Infantry Brigade,Military_Security_Target,Military Site,unkn,5
282,4/4/15,Saada,Sa'ada,The City,Near Al-Saifi Military Camp,Military_Security_Target,Military Site,unkn,2
283,4/4/15,Saada,Majz,Al-Ja'malah,Unknown,Civilian,Residential Area,unkn,2
284,5/4/15,Capital,Al-Sab'ein,Noqom Mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,13,3
285,5/4/15,Sanaa,Bani Matar,Bahman Shihab,Residential Area,Civilian,Residential Area,21,unkn
286,5/4/15,Aden,Khor Maksar,Coastal Line,Commercial Compound,Economic_infrastructure,Private business,23,
287,5/4/15,Dhalie,Al-Dhalie,Near Habil Jabary,Anti-Houthi Groups,Military_Security_Target,Forces,20,4
288,5/4/15,Dhalie,Damt,Al-Zoraiqa'a Valley,Unknown,Unknown,Unknown,20,unkn
289,5/4/15,Dhalie,Al-Dhalie,The City,Unknown,Unknown,Unknown,unkn,6
290,5/4/15,Hajja,Midi,Mayfa'an,Fruit Farm,Economic_infrastructure,Farms,9,unkn
291,5/4/15,Hudaydah,Hays,The City,5 Flour Trucks,Economic_infrastructure,Food (storage/transportation),9,unkn
292,5/4/15,Hudaydah,Al-Salif,-,Al-Salif Port,Infrastructure,Transport,22,unkn
293,5/4/15,Hudaydah,Al-Durayhimi,Al-Jabbanah,Air Defence Military Sites,Military_Security_Target,Military Site,22,unkn
294,5/4/15,Lahj,Al-Musaymir,Aqqan,Aqqan Bridge,Infrastructure,Transport,17,unkn
295,5/4/15,Lahj,Al-Musaymir,-,Labozah Military Camp,Military_Security_Target,Military Site,17,unkn
296,5/4/15,Lahj,Tuban,Al-Anad,Al-Anad Airbase,Military_Security_Target,Military Site,19,unkn
297,5/4/15,Saada,Sa'ada,The City,Security HQ,Military_Security_Target,Military Site,4,1
298,5/4/15,Saada,Sa'ada,The City,SSF Camp,Military_Security_Target,Military Site,4,1
299,5/4/15,Saada,Al-Dhaher,Al-Malaheet,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn
300,5/4/15,Saada,Ghamir,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn
301,5/4/15,Saada,Razih,Sha'arah,Two Houses,Civilian,Residential Area,unkn,2
302,5/4/15,Saada,Razih,Sha'arah,Mosque,Civilian,Mosque,unkn,1
303,5/4/15,Saada,Kitaf Wa Al-Boqe'e,-,Mountains ,Unknown,Unknown,unkn,3
304,5/4/15,Saada,Kitaf Wa Al-Boqe'e,-,131st Infantry Brigade,Military_Security_Target,Military Site,unkn,unkn
305,5/4/15,Saada,Sa'ada,The City,Daghfal house,Civilian,Residential Area,24,unkn
306,5/4/15,Saada,Sihar,"Al Al-Sarbi, Al-Sama'a Mountain",Unknown,Unknown,Unknown,unkn,2
307,6/4/15,Capital,Ma'ain,Near Azal hospital,Al-Kaboos Tanks Factory,Economic_infrastructure,Private factory,16,unkn
308,6/4/15,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,16,unkn
309,6/4/15,Capital,Ma'ain,Al-Nahdhah,Former 1st Armoured Division,Military_Security_Target,Military Site,22,unkn
310,6/4/15,Sanaa,Bani Matar,Bait Rijal,Residential Area,Civilian,Residential Area,15,3
311,6/4/15,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,16,1
312,6/4/15,Sanaa,Bani Matar,Al-Sobahah,Fuel storage,Economic_infrastructure,Oil & Gas,16,unkn
313,6/4/15,Sanaa,Bani Matar,-,Al-Rasheed Industiral compound,Economic_infrastructure,Private factory,unkn,unkn
314,6/4/15,Sanaa,Bani Matar,Bait Adhran,Ibrahim Al-Marri Plastick pipes factory,Economic_infrastructure,Private factory,unkn,unkn
315,6/4/15,Sanaa,Sanhan,Al-Tikhraf Village,Unknown,Civilian,Residential Area,16,unkn
316,6/4/15,Sanaa,Bani Matar,Al-Sobahah,Special Forces Military Camp,Military_Security_Target,Military Site,20,unkn
317,6/4/15,Sanaa,Bani Matar,Ayban Mountain,Unknown,Unknown,Unknown,20,unkn
318,6/4/15,Dhalie,Al-Dhalie,The City,Labozah Military Camp,Military_Security_Target,Military Site,unkn,2
319,6/4/15,Dhalie,Al-Dhalie,Sinah,Governmental Compound,Infrastructure,Gov. Compounds,16,unkn
320,6/4/15,Dhalie,Al-Dhalie,The City,"SSF Camp, Aboud Military Camp",Military_Security_Target,Military Site,16,unkn
321,6/4/15,Hajja,Harad,-,Pro-Houthi Sites,Military_Security_Target,Military Site,unkn,unkn
322,6/4/15,Lahj,Al-Musaymir,-,Labozah Military Camp,Military_Security_Target,Military Site,unkn,unkn
323,6/4/15,Lahj,Tuban,Al-Anad,Al-Anad Airbase,Military_Security_Target,Military Site,13,3
324,6/4/15,Marib,Majzar,Al-Safra'a,Pro-Houthi forces,Military_Security_Target,Forces,18,1
325,6/4/15,Saada,Sihar,Al-Anad,Civilian's house,Civilian,Residential Area,1,1
326,6/4/15,Saada,Razih,Shia'arah,Houses,Civilian,Residential Area,unkn,3
327,6/4/15,Saada,Kitaf Wa Al-Boqe'e,-,Mountains,Unknown,Unknown,unkn,3
328,6/4/15,Saada,Sihar,"Bani Muadh, Al Al-Sabrah",Unknown,Civilian,Residential Area,unkn,unkn
329,6/4/15,Saada,Saqain,Al-Sha'af,Telecommunications Network,Infrastructure,Communication,10,unkn
330,6/4/15,Saada,Razih,-,Gas Station,Economic_infrastructure,Oil & Gas,17,unkn
331,6/4/15,Saada,Razih,Al-Mahnak,Pro-Houthi forces,Military_Security_Target,Forces,unkn,1
332,6/4/15,Saada,Shada'a,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,1
333,7/4/15,Sanaa,Bani Matar,Al-Sobahah,Special Forces Military Camp,Military_Security_Target,Military Site,16,unkn
334,7/4/15,Sanaa,Sanhan,Raymah Humaid ,Raymah Humaid Military Camp,Military_Security_Target,Military Site,18,unkn
335,7/4/15,Aden,Al-Buraiqah,Beer Ahmad,Beer Ahmad Military Camp,Military_Security_Target,Military Site,unkn,unkn
336,7/4/15,Aden,Khor Maksar,Gahzi Alwan,Pro-Houthi forces,Military_Security_Target,Forces,17,1
337,7/4/15,Bayda,Mukayras,-,117th Mechanized Infantry Brigade (Al-Majd Military Camp),Military_Security_Target,Military Site,7,3
338,7/4/15,Dhalie,Qatabah,Murays,Al-Sadrayn Military Camp,Military_Security_Target,Military Site,unkn,1
339,7/4/15,Hajja,Midi,-,Governmental Compound,Infrastructure,Gov. Compounds,unkn,unkn
340,7/4/15,Hajja,Midi,-,School,Educational_facility,School,unkn,unkn
341,7/4/15,Ibb,Al-Sabrah,Maytam,30th Armoured Brigade (Al-Hamzah Military Camp),Military_Security_Target,Military Site,unkn,5
342,7/4/15,Ibb,Al-Sabrah,Maytam,Al-Sabatain school,Educational_facility,School,12,unkn
343,7/4/15,Ibb,Al-Sabrah,Maytam,30th Armoured Brigade (Al-Hamzah Military Camp),Military_Security_Target,Military Site,18,unkn
344,7/4/15,Lahj,Al-Musaymir,Aqqan,Aqqan Bridge,Infrastructure,Transport,unkn,unkn
345,7/4/15,Lahj,Tuban,Sabir,5th Missiles Brigade,Military_Security_Target,Military Site,16,unkn
346,7/4/15,Lahj,Tuban,Sabir,Near a Busness Man Yard,Economic_infrastructure,Private business,16,1
347,7/4/15,Marib,Harib,Najd Marqad,Pro-Houthi forces,Military_Security_Target,Forces,2,unkn
348,7/4/15,Saada,Al-Dhaher,Al-Malaheet,Telecommunications Network,Infrastructure,Communication,15,unkn
349,7/4/15,Saada,Al-Dhaher,-,Al-Aqsa hospital,Medical_Facility,Hospital,unkn,unkn
350,7/4/15,Taiz,Al-Mukha,Al-Mukha Junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,unkn,unkn
351,7/4/15,Taiz,Mawyah,Awman Mountain,Air Defence Military Site (Missiles Battalion),Military_Security_Target,Military Site,15,unkn
352,7/4/15,Taiz,Al-Mukha,The City,Air Defence Military Camp,Military_Security_Target,Military Site,17,unkn
353,8/4/15,Capital,Al-Thawrah,Al-Hasabah,Maintenance Military Unit,Military_Security_Target,Military Site,13,unkn
354,8/4/15,Capital,Al-Thawrah,Al-Hasabah,Rescue Police HQ,Military_Security_Target,Military Site,13,unkn
355,8/4/15,Capital,Al-Thawrah,Al-Hasabah,Telecommunications Corporation,Infrastructure,Communication,13,unkn
356,8/4/15,Capital,Al-Thawrah,Al-Jiraf,Ministry of Interior,Military_Security_Target,Military Site,14,1
357,8/4/15,Capital,Al-Thawrah,Al-Jiraf,Houthi Political Office,Political_Tribal ,HQ,14,unkn
358,8/4/15,Capital,Al-Thawrah,Al-Jiraf (near the Yemeni telecommunication corporation),Shamsan building,Civilian,Residential Area,14,unkn
359,8/4/15,Capital,Al-Thawrah,Al-Jiraf (near the central jail),Al-Dhafif Building,Civilian,Residential Area,14,unkn
360,8/4/15,Sanaa,Hamdan,Qa'a Al-Manqab,Pro-Houthi Military Site,Military_Security_Target,Military Site,unkn,unkn
361,8/4/15,Sanaa,Arhab,Al-Sama'a ,Al-Sama'a Military Camp,Military_Security_Target,Military Site,14,3
362,8/4/15,Abyan,Khanfir,Shaqra'a,115th Infantry Brigade,Military_Security_Target,Military Site,14,unkn
363,8/4/15,Aden,Ash Sheikh Othman,Al-Mimdarah (near 22May stadium),Pro-Houthi forces,Military_Security_Target,Military Site,4,unkn
364,8/4/15,Aden,Crater,Al-Ma'asheeq,Al-Ma'asheeq Palace,Military_Security_Target,Military Site,unkn,unkn
365,8/4/15,Aden,Al-Mualla,-,Grain Silos,Economic_infrastructure,Food (storage/transportation),unkn,unkn
366,8/4/15,Aden,Dar Sa'ad,Mas'abain,Pro-Houthi forces,Military_Security_Target,Forces,14,unkn
367,8/4/15,Bayda,Al-Bayda,Al-Adhimah Mountain,Military Sites,Military_Security_Target,Military Site,unkn,3
368,8/4/15,Bayda,Mukayras,Aqabat Thurah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,3
369,8/4/15,Dhalie,Al-Dhalie,-,Al-Jarba'a Military Camp,Military_Security_Target,Military Site,unkn,7
370,8/4/15,Lahj,Tuban,Al-Anad,Al-Anad Airbase,Military_Security_Target,Military Site,unkn,9
371,8/4/15,Lahj,Tuban,Al-Anad,Al-Anad Airbase,Military_Security_Target,Military Site,14,15
372,8/4/15,Saada,Sa'ada,-,1st Artillery Brigade,Military_Security_Target,Military Site,18,2
373,8/4/15,Saada,Sa'ada,Qahzah ( near the central Jail),Pro-Houthi forces,Military_Security_Target,Forces,18,1
374,8/4/15,Saada,Sa'ada,The City,Sa'ada Military HQ,Military_Security_Target,Military Site,unkn,3
375,8/4/15,Saada,Sa'ada,The City,Military police camp,Military_Security_Target,Military Site,unkn,unkn
376,8/4/15,Shabwa,Markhah Al-Sawfla,-,Pro-Houthi forces,Military_Security_Target,Forces,17,unkn
377,8/4/15,Shabwa,Ataq,-,Shabwa Military HQ,Military_Security_Target,Military Site,24,2
378,8/4/15,Taiz,Al-Taiziyah,Al-Janad,22nd Armoured Brigade,Military_Security_Target,Military Site,24,3
379,9/4/15,Capital,Al-Wahdah,60m Road,Military supplies camp,Military_Security_Target,Military Site,16,unkn
380,9/4/15,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,16,unkn
381,9/4/15,Capital,Al-Safiah,Bab Al-Yemen,Ministry of Defence,Military_Security_Target,Military Site,16,3
382,9/4/15,Capital,Azal,Noqom Mountain,Military Sites,Military_Security_Target,Military Site,16,unkn
383,9/4/15,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,16,unkn
384,9/4/15,Sanaa,Arhab,Al-Sama'a ,Al-Sama'a Military Camp,Military_Security_Target,Military Site,16,unkn
385,9/4/15,Sanaa,Bani Matar,Al-Sobahah,Special Forces Military Camp,Military_Security_Target,Military Site,unkn,unkn
386,9/4/15,Sanaa,Sanhan,Al-Sawad,Al-Sawad Military Camp,Military_Security_Target,Military Site,16,unkn
387,9/4/15,Sanaa,Bani Matar,Al-Sobahah,Special Forces Military Camp,Military_Security_Target,Military Site,unkn,unkn
388,9/4/15,Aden,Ash Sheikh Othman,Al-Mimdarah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn
389,9/4/15,Aden,Ash Sheikh Othman,-,22 May Stadium,Infrastructure,Sport Facility,unkn,3
390,9/4/15,Aden,Dar Sa'ad,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn
391,9/4/15,Aden,Dar Sa'ad,-,Local Council,Infrastructure,Gov. Compounds,unkn,unkn
392,9/4/15,Amran,Amran,Qasr Al-Jannat,Residential Area,Civilian,Residential Area,unkn,unkn
393,9/4/15,Amran,Amran,The City,310th Armoured Brigade,Military_Security_Target,Military Site,12,unkn
394,9/4/15,Amran,Amran,The City,Military police camp,Military_Security_Target,Military Site,unkn,unkn
395,9/4/15,Amran,Amran,The City,SSF Camp,Military_Security_Target,Military Site,unkn,unkn
396,9/4/15,Amran,Raydah,"Bait Al-Qahoum, Ghawlat Ajeeb",Weapons Storage,Military_Security_Target,Weapon Storage,unkn,unkn
397,9/4/15,Amran,Amran,The City,Security HQ,Military_Security_Target,Military Site,unkn,unkn
398,9/4/15,Amran,Amran,The City,Amran University,Educational_facility,University,unkn,3
399,9/4/15,Amran,Amran,Near Amran university,Park,Infrastructure,Parks/Resorts,unkn,3
400,9/4/15,Bayda,Al-Sawadiyah,-,26th Mechanized Infantry Brigade,Military_Security_Target,Military Site,unkn,unkn
401,9/4/15,Dhalie,Al-Dhalie,Jaws Al-Jamal Village,Residential Area,Civilian,Residential Area,14,unkn
402,9/4/15,Dhalie,Qatabah,Hajar ,Residential Area,Civilian,Residential Area,unkn,1
403,9/4/15,Saada,Sa'ada,Talmas,Water Tank,Economic_infrastructure,Water & Electricity,unkn,2
404,9/4/15,Saada,Sa'ada,The City,Sa'ada Military HQ,Military_Security_Target,Military Site,unkn,3
405,9/4/15,Saada,Haydan,Jarf Salman,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn
406,9/4/15,Saada,Haydan,Al-Jamimah,Unknown,Military_Security_Target,Forces,unkn,unkn
407,9/4/15,Saada,Haydan,Al-Sharqabi Village,Unknown,Military_Security_Target,Forces,unkn,unkn
408,9/4/15,Lahj,Tuban,Sabir,5th Missiles Brigade,Military_Security_Target,Military Site,unkn,unkn
409,9/4/15,Shabwa,Bayhan,-,19th Infantry Brigade,Military_Security_Target,Military Site,unkn,12
410,9/4/15,Shabwa,Ataq,-,Ataq Airport,Infrastructure,Transport,unkn,unkn
411,9/4/15,Shabwa,Ataq,The City,21st Mechanized Infantry Brigade,Military_Security_Target,Military Site,unkn,unkn
412,9/4/15,Taiz,Maqbanah,Shameer,Hajdah Checkpoint,Military_Security_Target,Checkpoints,3,1
413,10/4/15,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,unkn,unkn
414,10/4/15,Capital,Al-Thawrah,Al-Nahdhah,Former 1st Armoured Division,Military_Security_Target,Military Site,unkn,unkn
415,10/4/15,Capital,Bani Al-Harith,Al-Rahabah,Sana'a International Airport,Infrastructure,Transport,unkn,unkn
416,10/4/15,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,unkn,unkn
417,10/4/15,Capital,Al-Sab'ein,Noqom Mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,16,unkn
418,10/4/15,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,24,unkn
419,10/4/15,Sanaa,Sanhan,Al-Sawad,Al-Sawad Military Camp,Military_Security_Target,Military Site,16,unkn
420,10/4/15,Sanaa,Bani Matar,Faj Attan,Military Sites,Military_Security_Target,Military Site,16,1
421,10/4/15,Abyan,Zinjibar,-,15th Infantry Brigade,Military_Security_Target,Military Site,unkn,unkn
422,10/4/15,Aden,Al-Mualla,-,Grain Silos,Economic_infrastructure,Food (storage/transportation),unkn,
423,10/4/15,Aden,Al-Mualla,Aden Port,Docks,Infrastructure,Transport,unkn,
424,10/4/15,Aden,Crater,Hadeed Mountain,Hadeed Mountain Military Camp,Military_Security_Target,Military Site,unkn,
425,10/4/15,Aden,Al-Mualla,Near Aden Port,Pro-Houthi forces,Military_Security_Target,Forces,unkn,
426,10/4/15,Aden,Crater,Hadeed Mountain,Pro-Houthi Sites,Military_Security_Target,Military Site,unkn,
427,10/4/15,Amran,Harf Sufyan,Al-Aswad Mountain,29th Mechanized Infantry Brigade (Giants Brigade),Military_Security_Target,Military Site,unkn,unkn
428,10/4/15,Dhalie,Al-Dhalie,Al-Kibar,Pro-Houthi forces,Military_Security_Target,Forces,unkn,1
429,10/4/15,Saada,Sa'ada,The City,Electricity station,Economic_infrastructure,Water & Electricity,unkn,unkn
430,10/4/15,Saada,Sa'ada,The City,Gas Station,Economic_infrastructure,Oil & Gas,unkn,unkn
431,11/4/15,Capital,Bani Al-Harith,Al-Rawdhah,War Collage,Military_Security_Target,Military Site,12,4
432,11/4/15,Capital,Bani Al-Harith,Al-Rawdhah,Al-Yarmouk Club,Infrastructure,Sport Facility,12,4
433,11/4/15,Sanaa,Arhab,Al-Sama'a ,Al-Sama'a Military Camp,Military_Security_Target,Military Site,unkn,unkn
434,11/4/15,Sanaa,Sanhan,Bani Bahlol,Security HQ,Military_Security_Target,Military Site,unkn,9
435,11/4/15,Sanaa,Sanhan,Raymah Humaid ,Raymah Humaid Military Camp,Military_Security_Target,Military Site,unkn,unkn
436,11/4/15,Aden,Al-Buraiqah,Ras Amran Junction,Pro-Houthi forces,Military_Security_Target,Forces,unkn,1
437,11/4/15,Amran,Amran,Al-Jabobah Neighbourhood,House,Civilian,Residential Area,unkn,unkn
